Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Numeric,Customer_Segment,Cluster,PCA1,PCA2,Cluster_Name
CUST0956,21,9,716.6879233343038,4,5,4,454,4.333333333333333,Champions,0,1.8588878027874347,-0.01546030347770915,VIP Customers
CUST0957,141,7,772.1778814588881,1,5,5,155,3.6666666666666665,At Risk,0,0.7319588437269727,1.2104413315712004,VIP Customers
CUST0958,8,8,1263.9502028975453,5,5,5,555,5.0,Champions,0,2.87052383808747,0.38925808465423506,VIP Customers
CUST0959,99,4,395.29149159460576,2,2,2,222,2.0,About to Sleep,1,-0.7232252187102988,-0.10436123983297292,At Risk
CUST0960,108,4,566.9359999215744,2,2,3,223,2.3333333333333335,About to Sleep,1,-0.3911731798432498,0.21250631047023225,At Risk
CUST0961,32,3,537.6999367270297,4,1,3,413,2.6666666666666665,Potential Loyalists,1,-0.30841529064595496,-0.828659182604159,At Risk
CUST0962,86,6,845.8716610052345,2,4,5,245,3.6666666666666665,At Risk,0,0.9251022284125963,0.5409878399697363,VIP Customers
CUST0963,8,7,769.0163436229594,5,5,4,554,4.666666666666667,Champions,0,1.4812843644843101,-0.3422473138518262,VIP Customers
CUST0964,159,4,397.9640810946468,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.058484083819434,0.5976396165646775,At Risk
CUST0965,59,3,261.63460746015886,3,1,1,311,1.6666666666666667,New Customers,1,-1.0783465132068575,-0.8553168136847181,At Risk
CUST0966,245,2,106.80736229801894,1,1,1,111,1.0,About to Sleep,1,-2.7660202614215623,0.999338125400434,At Risk
CUST0967,39,2,267.9046633784832,4,1,1,411,2.0,New Customers,1,-1.2347906606522274,-1.2004963340339465,At Risk
CUST0968,114,4,373.7962416479061,2,2,2,222,2.0,About to Sleep,1,-0.8565248301836871,0.043756623710354256,At Risk
CUST0969,283,4,276.7451234429427,1,2,1,121,1.3333333333333333,About to Sleep,1,-2.0343338361337526,1.8918542760585988,At Risk
CUST0970,93,2,296.1502582351685,2,1,2,212,1.6666666666666667,About to Sleep,1,-1.4788292906587919,-0.5367705309610263,At Risk
CUST0971,258,4,469.19511210335037,1,2,3,123,2.0,About to Sleep,1,-1.462467343652647,1.8384971059177353,At Risk
CUST0972,127,4,371.3334225587751,2,2,2,222,2.0,About to Sleep,1,-0.9359559498161255,0.19209863864796708,At Risk
CUST0973,31,11,1006.3802481207797,4,5,5,455,4.666666666666667,Champions,0,3.0171927231781015,0.6989502606549524,VIP Customers
CUST0974,35,8,699.2853284367262,4,5,4,454,4.333333333333333,Champions,0,1.456227582482792,0.006042575640104316,VIP Customers
CUST0975,23,6,756.1454375858413,4,4,4,444,4.0,Champions,0,1.0830550839023336,-0.3035006586074093,VIP Customers
CUST0976,101,4,600.8735206624452,2,2,4,224,2.6666666666666665,About to Sleep,1,-0.27559013474110716,0.17292043481407182,At Risk
CUST0977,31,5,577.8200498828899,4,3,3,433,3.3333333333333335,Loyal Customers,0,0.35522022508937245,-0.5506839583463812,VIP Customers
CUST0978,95,4,494.9382233241955,2,2,3,223,2.3333333333333335,About to Sleep,1,-0.47799251000882886,-0.02783000047297368,At Risk
CUST0979,43,4,452.6732158588642,3,2,3,323,2.6666666666666665,New Customers,1,-0.27662965264663575,-0.6855864900555523,At Risk
CUST0980,186,4,450.34797543920445,1,2,3,123,2.0,About to Sleep,1,-1.0950766773005474,0.976773193855974,At Risk
CUST0981,6,7,855.3578104582642,5,5,5,555,5.0,Champions,0,1.6854357999896081,-0.2588644484760355,VIP Customers
CUST0982,28,6,724.2292055975233,4,4,4,444,4.0,Champions,0,0.9833592332789275,-0.2847074932644712,VIP Customers
CUST0983,196,4,550.0118962663851,1,2,3,123,2.0,About to Sleep,1,-0.9294249987116444,1.2163554215772483,At Risk
CUST0984,18,8,716.4739665893306,5,5,4,554,4.666666666666667,Champions,0,1.5912858913089132,-0.17068596892451157,VIP Customers
CUST0985,27,6,708.8837480447711,4,4,4,444,4.0,Champions,0,0.9547840613952079,-0.3153114235617862,VIP Customers
CUST0986,19,6,752.5877649740775,5,4,4,544,4.333333333333333,Champions,0,1.0978601619261859,-0.3544760075915519,VIP Customers
CUST0987,76,2,169.14456825446598,3,1,1,311,1.6666666666666667,New Customers,1,-1.665718069274899,-0.8916477403640342,At Risk
CUST0988,16,8,999.3551901412807,5,5,5,555,5.0,Champions,0,2.2342576539426835,0.15551709402772693,VIP Customers
CUST0989,28,5,409.1641433258384,4,3,2,432,3.0,Promising,1,-0.004281674926532368,-0.79398926864348,At Risk
CUST0990,46,8,716.8364901340935,3,5,4,354,4.0,Loyal Customers,0,1.432856491244016,0.1558214235772692,VIP Customers
CUST0991,128,3,239.754741013042,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.519608303404712,-0.07884509264592386,At Risk
CUST0992,58,5,698.8137789813868,3,3,4,334,3.3333333333333335,Loyal Customers,0,0.4718149084927034,-0.08678456110620913,VIP Customers
CUST0993,19,7,662.2676252024808,5,5,4,554,4.666666666666667,Champions,0,1.1803851284743874,-0.3460380131307944,VIP Customers
CUST0994,58,6,532.2789693598419,3,4,3,343,3.3333333333333335,Loyal Customers,0,0.38417305019965703,-0.17250797958476474,VIP Customers
CUST0995,274,3,330.66289508762844,1,1,2,112,1.3333333333333333,About to Sleep,1,-2.1469515779598773,1.7336371807394217,At Risk
CUST0996,12,3,170.93564946517796,5,1,1,511,2.3333333333333335,New Customers,1,-1.0135591219454276,-1.514687386547856,At Risk
CUST0997,16,4,368.5409067442523,5,2,2,522,3.0,New Customers,1,-0.3109227160318398,-1.1039444791197703,At Risk
CUST0998,231,3,319.2135988268063,1,1,2,112,1.3333333333333333,About to Sleep,1,-1.9279694451306786,1.218757610185226,At Risk
CUST0999,34,7,682.0522652924649,4,5,4,454,4.333333333333333,Champions,0,1.139252390270517,-0.1469198266904934,VIP Customers
CUST1000,94,2,137.3913101946231,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.8389823511352414,-0.7212684552266264,At Risk
CUST1001,136,4,360.2001602023642,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.0119974308709967,0.2831485979896275,At Risk
CUST1002,48,5,631.3050809564731,3,3,4,334,3.3333333333333335,Loyal Customers,0,0.37795717950822005,-0.2866397754007903,VIP Customers
CUST1003,349,2,256.5694790192944,1,1,1,111,1.0,About to Sleep,1,-3.0231002669762566,2.3954438157286555,At Risk
CUST1004,104,4,563.7638953192429,2,2,3,223,2.3333333333333335,About to Sleep,1,-0.37550723232990646,0.16200732159660147,At Risk
CUST1005,25,5,556.0213620189301,4,3,3,433,3.3333333333333335,Loyal Customers,0,0.34067223160058974,-0.6474856125966522,VIP Customers
CUST1006,287,1,158.25142321666308,1,1,1,111,1.0,About to Sleep,1,-3.17420326468463,1.4319589145398097,At Risk
CUST1007,177,5,687.9240977783747,1,3,4,134,2.6666666666666665,At Risk,1,-0.22926379011423828,1.2855143855588191,At Risk
CUST1008,159,5,408.65123755784225,1,3,2,132,2.0,At Risk,1,-0.7504370370744163,0.7308697245302638,At Risk
CUST1009,70,7,942.9811879127847,3,5,5,355,4.333333333333333,Loyal Customers,0,1.5171007553623295,0.5946710161571809,VIP Customers
CUST1010,256,3,302.450518923761,1,1,2,112,1.3333333333333333,About to Sleep,1,-2.107574402027179,1.4891717799313253,At Risk
CUST1011,90,3,365.77352562502233,2,1,2,212,1.6666666666666667,About to Sleep,1,-1.0221324842732673,-0.3656612056659387,At Risk
CUST1012,92,6,618.064532316215,2,4,4,244,3.3333333333333335,At Risk,0,0.3823476796434162,0.32940744112218767,VIP Customers
CUST1013,95,6,824.8280546533981,2,4,5,245,3.6666666666666665,At Risk,0,0.8269336191538466,0.619793804878814,VIP Customers
CUST1014,42,6,699.5849756707896,4,4,4,444,4.0,Champions,0,0.8487158984983609,-0.1521251018936539,VIP Customers
CUST1015,162,8,727.4553924275833,1,5,4,154,3.3333333333333335,At Risk,0,0.7968619668464872,1.51975876710263,VIP Customers
CUST1016,85,5,807.725825456339,2,3,5,235,3.3333333333333335,At Risk,0,0.5614344495141812,0.362188204440129,VIP Customers
CUST1017,3,11,831.0669420891345,5,5,5,555,5.0,Champions,0,2.785004159301182,0.15629533505702894,VIP Customers
CUST1018,205,3,231.47920381538367,1,1,1,111,1.0,About to Sleep,1,-1.9759920965124016,0.8075943118788418,At Risk
CUST1019,17,3,318.2156592374247,5,1,2,512,2.6666666666666665,New Customers,1,-0.7131580418346963,-1.274501524092802,At Risk
CUST1020,54,6,764.0545387399629,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.9244138566495277,0.06726529792481771,VIP Customers
CUST1021,2,6,673.7080769999296,5,4,4,544,4.333333333333333,Champions,0,1.018423780202729,-0.6498946854942691,VIP Customers
CUST1022,244,4,177.94780820443862,1,2,1,121,1.3333333333333333,About to Sleep,1,-2.03312469981745,1.3156382334029169,At Risk
CUST1023,215,2,223.93136175306918,1,1,1,111,1.0,About to Sleep,1,-2.333900906200871,0.7946925748323457,At Risk
CUST1024,164,3,573.6840741551115,1,1,3,113,1.6666666666666667,About to Sleep,1,-0.978769688600466,0.7529360221456038,At Risk
CUST1025,22,8,742.4159816383773,4,5,4,454,4.333333333333333,Champions,0,1.6264590193995914,-0.09205529694596754,VIP Customers
CUST1026,6,3,432.8265780011003,5,1,2,512,2.6666666666666665,New Customers,1,-0.3947046306075662,-1.2609972631781943,At Risk
CUST1027,160,4,417.1730766920043,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.0212826723548276,0.6330168562778972,At Risk
CUST1028,100,2,233.4579844320075,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.6586139525538384,-0.5327104691986608,At Risk
CUST1029,105,5,523.0690184627794,2,3,3,233,2.6666666666666665,At Risk,1,-0.18786952381893207,0.24340113103201233,At Risk
CUST1030,99,3,261.0697220393046,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.307091775127967,-0.39021542579516477,At Risk
CUST1031,42,6,604.6658322529137,4,4,4,444,4.0,Champions,0,0.6367870233373023,-0.2693954473115784,VIP Customers
CUST1032,6,8,633.8983485063432,5,5,4,554,4.666666666666667,Champions,0,1.4751619902498034,-0.4124459693226914,VIP Customers
CUST1033,9,3,181.66450572055646,5,1,1,511,2.3333333333333335,New Customers,1,-0.9725431745076866,-1.5363670864544974,At Risk
CUST1034,21,8,805.9687687862693,4,5,5,455,4.666666666666667,Champions,0,1.7740423720189542,-0.0251823213658325,VIP Customers
CUST1035,155,1,44.58251287194125,1,1,1,111,1.0,About to Sleep,1,-2.67729803565999,-0.2456139805430895,At Risk
CUST1036,7,9,846.783429240327,5,5,5,555,5.0,Champions,0,2.2289754272852256,-0.01776015000496207,VIP Customers
CUST1037,44,8,824.1293635592771,3,5,5,355,4.333333333333333,Loyal Customers,0,1.6837867731627003,0.26508925376958536,VIP Customers
CUST1038,8,6,626.5544416912129,5,4,4,544,4.333333333333333,Champions,0,0.8790198124375596,-0.6382819874931049,VIP Customers
CUST1039,43,4,478.3383669936808,3,2,3,323,2.6666666666666665,New Customers,1,-0.2193262845905783,-0.6538778059017891,At Risk
CUST1040,25,6,749.5790448339151,4,4,4,444,4.0,Champions,0,1.0570198966858562,-0.2883233162460487,VIP Customers
CUST1041,186,6,549.7955421253997,1,4,3,143,2.6666666666666665,At Risk,1,-0.3046660418181708,1.3396910589676307,At Risk
CUST1042,4,5,580.7209346636084,5,3,3,533,3.6666666666666665,Loyal Customers,0,0.5152488361287819,-0.8615145051748697,VIP Customers
CUST1043,10,4,541.7033007882094,5,2,3,523,3.3333333333333335,Potential Loyalists,1,0.10982486206948647,-0.9598763509938986,At Risk
CUST1044,5,8,678.5744564243463,5,5,4,554,4.666666666666667,Champions,0,1.5805988036999867,-0.3688946822231072,VIP Customers
CUST1045,92,2,170.67037827470932,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.7533049565516317,-0.703442922193515,At Risk
CUST1046,34,7,695.8710532357617,4,5,4,454,4.333333333333333,Champions,0,1.1701060208392116,-0.12984704266595623,VIP Customers
CUST1047,207,3,337.94993058141335,1,1,2,112,1.3333333333333333,About to Sleep,1,-1.7496458490858968,0.9624263284565464,At Risk
CUST1048,37,1,51.31437998173985,4,1,1,411,2.0,New Customers,1,-1.9911897163938421,-1.6114048254270055,At Risk
CUST1049,49,9,650.2384602122362,3,5,4,354,4.0,Loyal Customers,0,1.5512852362597813,0.22850246765108279,VIP Customers
CUST1050,75,5,875.6880234229845,3,3,5,335,3.6666666666666665,Loyal Customers,0,0.7700467341723302,0.3297040619330958,VIP Customers
CUST1051,37,3,396.1809742752607,4,1,2,412,2.3333333333333335,New Customers,1,-0.6528245104096624,-0.9452775854378463,At Risk
CUST1052,116,4,566.3396039801669,2,2,3,223,2.3333333333333335,About to Sleep,1,-0.4380015762981907,0.30492933554113166,At Risk
CUST1053,133,3,397.0601373184209,2,2,2,222,2.0,About to Sleep,1,-1.1968232360969218,0.17372689656243176,At Risk
CUST1054,91,4,487.51242529614115,2,2,3,223,2.3333333333333335,About to Sleep,1,-0.47182391393095646,-0.08358432646169407,At Risk
CUST1055,68,3,320.5535073273285,3,2,2,322,2.3333333333333335,New Customers,1,-0.9979803887138738,-0.6777190730902757,At Risk
CUST1056,127,1,20.958702857614224,2,1,1,211,1.3333333333333333,About to Sleep,1,-2.5708048214769126,-0.6008601395457629,At Risk
CUST1057,172,4,370.29682867807026,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.194189912765689,0.7148421532480443,At Risk
CUST1059,39,6,660.3463058986695,4,4,4,444,4.0,Champions,0,0.7781678220282083,-0.235538492454528,VIP Customers
CUST1060,408,1,137.54621648480503,1,1,1,111,1.0,About to Sleep,1,-3.90857158865263,2.8154209772538024,At Risk
CUST1061,55,3,399.42158019304054,3,2,2,322,2.3333333333333335,New Customers,1,-0.7479569216770807,-0.7316642131774944,At Risk
CUST1062,126,3,397.8555127463097,2,2,2,222,2.0,About to Sleep,1,-1.1552376726796156,0.09319468817722477,At Risk
CUST1063,67,12,1016.6630117605259,3,5,5,355,4.333333333333333,Loyal Customers,0,3.11960124723,1.2509001122592565,VIP Customers
CUST1064,145,4,312.17664801631173,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.1704049012225433,0.3286215305662018,At Risk
CUST1065,164,5,795.7471670022592,1,3,5,135,3.0,At Risk,0,0.0854083830477764,1.2673424551975758,VIP Customers
CUST1066,1,6,314.706450047865,5,4,2,542,3.6666666666666665,Promising,0,0.222556966186065,-1.1050776442077672,VIP Customers
CUST1067,22,4,537.6765854002867,4,2,3,423,3.0,Potential Loyalists,1,0.03258908395394809,-0.8251114750188417,At Risk
CUST1068,23,8,777.6147805600278,4,5,5,455,4.666666666666667,Champions,0,1.699361353887127,-0.036923035311096336,VIP Customers
CUST1069,133,3,263.73282126614026,2,2,1,221,1.6666666666666667,About to Sleep,1,-1.4945072132353143,0.009004166835910064,At Risk
CUST1070,15,5,383.607960004485,5,3,2,532,3.3333333333333335,Promising,1,0.012590560900485697,-0.9769480950337374,At Risk
CUST1071,97,7,701.1495435131336,2,5,4,254,3.6666666666666665,At Risk,0,0.8236041282400715,0.6103082889784958,VIP Customers
CUST1072,138,4,273.9148500103513,1,2,1,121,1.3333333333333333,About to Sleep,1,-1.2160234837209407,0.1998351128117528,At Risk
CUST1073,15,7,730.6687626982402,5,5,4,554,4.666666666666667,Champions,0,1.3558548431024464,-0.30810996272350444,VIP Customers
CUST1074,37,4,660.3013496359589,4,2,4,424,3.3333333333333335,Potential Loyalists,0,0.22107063689121262,-0.4989367597570236,VIP Customers
CUST1075,4,4,426.27415923965725,5,2,2,522,3.0,New Customers,1,-0.11377470959081037,-1.1723562051294123,At Risk
CUST1077,62,7,1169.9774442542255,3,5,5,355,4.333333333333333,Loyal Customers,0,2.0694190458839254,0.7819596369741612,VIP Customers
CUST1078,26,5,438.68855309854104,4,3,2,432,3.0,Promising,1,0.0730125791962031,-0.7808025266990607,At Risk
CUST1079,260,1,32.78108405347197,1,1,1,111,1.0,About to Sleep,1,-3.3007930123224605,0.9625287719759371,At Risk
CUST1080,31,4,588.0583399441896,4,2,4,424,3.3333333333333335,Potential Loyalists,1,0.09389406292561997,-0.6580611745391398,At Risk
CUST1081,250,2,259.88425392148395,1,1,1,111,1.0,About to Sleep,1,-2.452676305870397,1.2466858975879274,At Risk
CUST1082,24,6,566.9732928161433,4,4,3,443,3.6666666666666665,Loyal Customers,0,0.6549975487248678,-0.5255733644951888,VIP Customers
CUST1083,40,10,977.6637918622756,4,5,5,455,4.666666666666667,Champions,0,2.617707201633125,0.6482502216974801,VIP Customers
CUST1084,105,5,673.2581131086866,2,3,4,234,3.0,At Risk,0,0.14746226220064687,0.42895618739816493,VIP Customers
CUST1086,148,3,353.5273962897677,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.3793266280533387,0.2946179637160391,At Risk
CUST1087,93,7,834.0866907382655,2,5,5,255,4.0,At Risk,0,1.1431653659986822,0.7279690453536393,VIP Customers
CUST1088,131,3,235.68504967547253,2,2,1,221,1.6666666666666667,About to Sleep,1,-1.5457561296213185,-0.04893815277496429,At Risk
CUST1089,29,9,928.0339668572921,4,5,5,455,4.666666666666667,Champions,0,2.2852697744121646,0.33881256757511696,VIP Customers
CUST1090,57,6,670.667046091676,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.698843443144018,-0.013177782595417823,VIP Customers
CUST1091,61,2,283.2999761465031,3,1,1,311,1.6666666666666667,New Customers,1,-1.325533288609148,-0.9252861813435591,At Risk
CUST1092,30,5,394.57169195332966,4,3,2,432,3.0,Promising,1,-0.04823688874869083,-0.7887279309244765,At Risk
CUST1093,10,10,998.6498096197346,5,5,5,555,5.0,Champions,0,2.8351763441804065,0.3248284799892662,VIP Customers
CUST1094,48,6,673.1716715791795,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.7556195027048264,-0.11488821768165862,VIP Customers
CUST1095,10,4,401.9299942631047,5,2,2,522,3.0,New Customers,1,-0.20225127518554736,-1.1325629487252211,At Risk
CUST1096,125,4,663.3228368399413,2,2,4,224,2.6666666666666665,About to Sleep,1,-0.27264805111444734,0.5295546547399655,At Risk
CUST1097,76,10,1706.7768272592118,3,5,5,355,4.333333333333333,Loyal Customers,0,4.0408845574450565,1.968271406913355,VIP Customers
CUST1098,45,4,341.7602504451756,3,2,2,322,2.3333333333333335,New Customers,1,-0.5356426246895437,-0.7993268578482942,At Risk
CUST1099,41,10,918.7488605940418,4,5,5,455,4.666666666666667,Champions,0,2.480478931711969,0.5871072068125407,VIP Customers
CUST1100,123,5,237.559554212051,2,3,1,231,2.0,At Risk,1,-0.9277030498455049,0.10027065533077653,At Risk
CUST1101,75,2,133.85541758161918,3,1,1,311,1.6666666666666667,New Customers,1,-1.7388221348812625,-0.9468916294398027,At Risk
CUST1102,83,4,324.2739912526433,2,2,2,222,2.0,About to Sleep,1,-0.7907945542208548,-0.37842138954421795,At Risk
CUST1103,12,7,1032.1468782442726,5,5,5,555,5.0,Champions,0,2.046035556009139,0.029424135970141044,VIP Customers
CUST1104,277,1,121.22085819172354,1,1,1,111,1.0,About to Sleep,1,-3.200011533769782,1.2697587090864404,At Risk
CUST1105,7,7,695.0162547041873,5,5,4,554,4.666666666666667,Champions,0,1.32174920285793,-0.4453176469523378,VIP Customers
CUST1106,17,7,549.3159340793585,5,5,3,553,4.333333333333333,Loyal Customers,0,0.9395686336699559,-0.5088771071159672,VIP Customers
CUST1107,97,2,116.14420018481161,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.9034827254922395,-0.7125838078095067,At Risk
CUST1108,130,11,1149.8499722480065,2,5,5,255,4.0,At Risk,0,2.7744990033095984,2.0290569382065757,VIP Customers
CUST1109,7,5,403.3963916286024,5,3,2,532,3.3333333333333335,Promising,1,0.10226960252382364,-1.0456598162228041,At Risk
CUST1110,76,7,788.6851641515854,3,5,5,355,4.333333333333333,Loyal Customers,0,1.1384766993285642,0.473911840052728,VIP Customers
CUST1111,39,4,433.9480152210402,4,2,2,422,2.6666666666666665,New Customers,1,-0.2956895784332941,-0.755300959376269,At Risk
CUST1112,53,6,637.2021901104082,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.6468738379742919,-0.10110274572408115,VIP Customers
CUST1113,127,5,612.7387610724264,2,3,4,234,3.0,At Risk,1,-0.11277736015466605,0.6103755762518942,At Risk
CUST1114,21,6,650.4094439874726,4,4,4,444,4.0,Champions,0,0.8583492976953365,-0.4574249298214385,VIP Customers
CUST1115,140,3,298.99196354916955,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.4555927520231282,0.1340808748192852,At Risk
CUST1116,58,3,356.1476612023722,3,2,2,322,2.3333333333333335,New Customers,1,-0.8616372262632147,-0.7501931646681083,At Risk
CUST1117,35,6,507.43442670945035,4,4,3,443,3.6666666666666665,Loyal Customers,0,0.4595051941628034,-0.4710374134419521,VIP Customers
CUST1118,18,4,255.25028449442587,5,2,1,521,2.6666666666666665,New Customers,1,-0.5752443552272033,-1.2206223854154847,At Risk
CUST1119,37,4,667.1155266368492,4,2,4,424,3.3333333333333335,Potential Loyalists,0,0.23628485833218552,-0.4905180060487723,VIP Customers
CUST1120,82,6,521.8798064648835,2,4,3,243,3.0,At Risk,0,0.2244641061084283,0.09412367609139416,VIP Customers
CUST1121,21,7,983.1648794565565,4,5,5,455,4.666666666666667,Champions,0,1.885488043301192,0.07371288113405919,VIP Customers
CUST1122,36,5,539.6098005455241,4,3,3,433,3.3333333333333335,Loyal Customers,0,0.24147152939175875,-0.5396669018262946,VIP Customers
CUST1123,44,10,982.978378623682,3,5,5,355,4.333333333333333,Loyal Customers,0,2.6068248395765785,0.7013961963507902,VIP Customers
CUST1124,176,5,558.2277705218771,1,3,3,133,2.3333333333333335,At Risk,1,-0.5131536468694138,1.1136326739191071,At Risk
CUST1125,66,5,587.6995936119927,3,3,4,334,3.3333333333333335,Loyal Customers,0,0.17823006275496245,-0.13090363781121558,VIP Customers
CUST1126,76,8,1113.9547311159356,3,5,5,355,4.333333333333333,Loyal Customers,0,2.148901517325239,0.9958010384134145,VIP Customers
CUST1127,21,5,619.9201150062493,4,3,4,434,3.6666666666666665,Loyal Customers,0,0.5060893346051369,-0.6151201512256393,VIP Customers
CUST1128,81,7,750.7546982226645,2,5,4,254,3.6666666666666665,At Risk,0,1.025352684605782,0.4852745623233587,VIP Customers
CUST1129,32,2,301.46833466268913,4,1,2,412,2.3333333333333335,New Customers,1,-1.120042320668332,-1.2405440918072304,At Risk
CUST1130,44,6,482.0798451949428,3,4,3,343,3.3333333333333335,Loyal Customers,0,0.35171133878220445,-0.3975575558723484,VIP Customers
CUST1131,88,5,483.19681602676343,2,3,3,233,2.6666666666666665,At Risk,1,-0.18021269931144587,-0.003824725715515867,At Risk
CUST1132,87,5,872.8600566024797,2,3,5,235,3.3333333333333335,At Risk,0,0.695487438653936,0.4659499632683525,VIP Customers
CUST1133,183,7,755.8548197547829,1,5,4,154,3.3333333333333335,At Risk,0,0.4566556183150399,1.6793638317623913,VIP Customers
CUST1134,27,3,243.18191236033937,4,2,1,421,2.3333333333333335,New Customers,1,-0.9375591900694803,-1.2507541121704109,At Risk
CUST1135,57,7,716.5608081303429,3,5,4,354,4.0,Loyal Customers,0,1.0854973551554112,0.16354924968028203,VIP Customers
CUST1136,6,9,1100.5975716364712,5,5,5,555,5.0,Champions,0,2.8013611280132937,0.28417620737812116,VIP Customers
CUST1137,113,9,737.449760134024,2,5,4,254,3.6666666666666665,At Risk,0,1.382030133519392,1.0815288202878945,VIP Customers
CUST1138,27,4,396.7356202304473,4,2,2,422,2.6666666666666665,New Customers,1,-0.31052962359699937,-0.9410157759499854,At Risk
CUST1139,41,4,401.8779929933922,4,2,2,422,2.6666666666666665,New Customers,1,-0.37866749935649235,-0.7716327449983095,At Risk
CUST1140,90,2,133.1245010503112,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.8257605839406588,-0.773119925540207,At Risk
CUST1141,19,9,770.4761144287743,5,5,4,554,4.666666666666667,Champions,0,1.9903565437156183,0.02770376352770312,VIP Customers
CUST1142,14,10,1134.4558754413047,5,5,5,555,5.0,Champions,0,3.115646299259448,0.5391935751745818,VIP Customers
CUST1143,116,5,549.4423435354458,2,3,3,233,2.6666666666666665,At Risk,1,-0.1915431010126946,0.404079552112184,At Risk
CUST1144,4,9,534.7902314385817,5,5,3,553,4.333333333333333,Loyal Customers,0,1.5494399723057382,-0.4381552764367607,VIP Customers
CUST1145,7,4,755.5172498602606,5,2,4,524,3.6666666666666665,Potential Loyalists,0,0.6042751087732602,-0.7306492461583761,VIP Customers
CUST1146,148,3,356.67632216592807,1,2,2,122,1.6666666666666667,About to Sleep,1,-1.3722959249214925,0.29850838678451386,At Risk
CUST1147,39,2,264.2118805047213,4,1,1,411,2.0,New Customers,1,-1.2430356499396358,-1.2050586794952087,At Risk
CUST1148,92,7,746.3618614552827,2,5,4,254,3.6666666666666665,At Risk,0,0.9529865567104233,0.6079421217769941,VIP Customers
CUST1149,101,3,219.85343871396597,2,2,1,221,1.6666666666666667,About to Sleep,1,-1.4104908329953687,-0.4178471995922639,At Risk
CUST1150,41,5,510.34637357687956,4,3,3,433,3.3333333333333335,Loyal Customers,0,0.1476986776871894,-0.5175962589400339,VIP Customers
CUST1151,123,8,872.1277987672568,2,5,5,255,4.0,At Risk,0,1.341673398462495,1.2443437780614046,VIP Customers
CUST1152,29,8,673.3389451078906,4,5,4,454,4.333333333333333,Champions,0,1.432418902448283,-0.09588345776425343,VIP Customers
CUST1153,5,8,814.7568668205108,5,5,5,555,5.0,Champions,0,1.884657437319572,-0.20064455130171782,VIP Customers
CUST1154,18,9,575.4336418224278,5,5,3,553,4.333333333333333,Loyal Customers,0,1.5605663492473616,-0.22491155738163787,VIP Customers
CUST1155,16,5,764.9101020737859,5,3,4,534,4.0,Loyal Customers,0,0.8582484172098678,-0.49421337998713877,VIP Customers
CUST1156,7,7,591.0070865161046,5,5,4,554,4.666666666666667,Champions,0,1.0895247513213553,-0.5738185018994799,VIP Customers
CUST1157,295,3,302.16963155422127,1,2,2,122,1.6666666666666667,About to Sleep,1,-2.3299984721873512,1.942979058402519,At Risk
CUST1158,11,5,480.6004517208013,5,3,3,533,3.6666666666666665,Loyal Customers,0,0.2518970667290103,-0.9036961061175431,VIP Customers
CUST1159,52,3,345.2818050236623,3,2,2,322,2.3333333333333335,New Customers,1,-0.8517751520043376,-0.8334875652500551,At Risk
CUST1160,61,3,354.1213003186027,3,2,2,322,2.3333333333333335,New Customers,1,-0.8832228460685209,-0.7177617385924516,At Risk
CUST1161,47,5,451.13131518604575,3,3,3,333,3.0,Loyal Customers,1,-0.018635198361931872,-0.5208851624508491,At Risk
CUST1162,88,2,123.55341707772905,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.8357560346652178,-0.8082347367989157,At Risk
CUST1163,160,3,220.89996446382412,1,2,1,121,1.3333333333333333,About to Sleep,1,-1.7436931597580767,0.27049971143438767,At Risk
CUST1164,13,3,317.7977071107785,5,2,2,522,3.0,New Customers,1,-0.6913428138371792,-1.3215978230502863,At Risk
CUST1165,59,7,784.2240942955075,3,5,5,355,4.333333333333333,Loyal Customers,0,1.2251970428019416,0.27043559586762406,VIP Customers
CUST1166,81,2,182.92633992607674,2,1,1,211,1.3333333333333333,About to Sleep,1,-1.6633825891885643,-0.8163957777633434,At Risk
CUST1167,111,4,691.5519119668925,2,2,4,224,2.6666666666666665,About to Sleep,1,-0.13000072279209404,0.40140125440047814,At Risk
CUST1168,42,7,744.2190033877715,4,5,4,454,4.333333333333333,Champions,0,1.2325571631534546,0.023045558572110263,VIP Customers
